Stage;Date;Distance;Type;Mark;Winner;Winner_Country
15;1976;195;Mountain Stage;M;Wladimiro Panizza;ITA
16;1976;152;Flat Stage;F;Michel Pollentier;BEL
17;1976;39;Individual time trial;ITT;Ferdinand Bracke;BEL
18a;1976;86;Half Stage;Half Stage;Freddy Maertens;BEL
18b;1976;123;Half Stage;Half Stage;Freddy Maertens;BEL
18c;1976;70;Half Stage;Half Stage;Gerben Karstens;NED
19;1976;220;Flat Stage;F;Hubert Mathis;FRA
20;1976;220;Mountain Stage;M;Joop Zoetemelk;NED
21;1976;145;Flat Stage;F;Freddy Maertens;BEL
22a;1976;6;Individual time trial;ITT;Freddy Maertens;BEL
22b;1976;91;Half Stage;Half Stage;Gerben Karstens;NED
P;1975;6;Individual time trial;ITT;Francesco Moser;ITA
1a;1975;94;Plain stage;F;Cees Priem;NED
1b;1975;109;Plain stage;F;Rik Van Linden;BEL
2;1975;121;Plain stage;F;Ronald de Witte;BEL
3;1975;170;Plain stage;F;Karel Rottiers;BEL
4;1975;223;Plain stage;F;Jacques Esclassan;FRA
5;1975;222;Plain stage;F;Theo Smit;NED
6;1975;16;Individual time trial;ITT;Eddy Merckx;BEL
7;1975;236;Plain stage;F;Francesco Moser;ITA
8;1975;134;Plain stage;F;Barry Hoban;GBR
9a;1975;131;Plain stage;F;Theo Smit;NED
9b;1975;37;Individual time trial;ITT;Eddy Merckx;BEL
10;1975;206;Stage with mountain(s);M;Felice Gimondi;ITA
11;1975;160;Stage with mountain(s);M;Joop Zoetemelk;NED
12;1975;242;Plain stage;F;Gerrie Knetemann;NED
13;1975;260;Stage with mountain(s);M;Michel Pollentier;BEL
14;1975;174;Stage with mountain(s);M;Lucien Van Impe;BEL
15;1975;217;Stage with mountain(s);M;Bernard Thévenet;FRA
16;1975;107;Stage with mountain(s);M;Bernard Thévenet;FRA
17;1975;225;Stage with mountain(s);M;Vicente Lopez-Carril;ESP
18;1975;40;Individual time trial;ITT;Lucien Van Impe;BEL
19;1975;229;Stage with mountain(s);M;Rik Van Linden;BEL
20;1975;256;Plain stage;F;Giacinto Santambrogio;ITA
21;1975;220;Plain stage;F;Rik Van Linden;BEL
22;1975;164;Plain stage;F;Walter Godefroot;BEL
P;1974;7;Individual time trial;ITT;Eddy Merckx;BEL
1;1974;144;Plain stage;F;Ercole Gualazzini;ITA
2;1974;164;Plain stage;F;Henk Poppe;NED
3;1974;190;Plain stage;F;Patrick Sercu;BEL
4;1974;184;Plain stage;F;Patrick Sercu;BEL
5;1974;165;Plain stage;F;Ronald de Witte;BEL
6a;1974;239;Plain stage;F;Jean-Luc Molineris;FRA
6b;1974;9;Team time trial;TTT;Molteni;
7;1974;221;Plain stage;F;Eddy Merckx;BEL
8a;1974;136;Plain stage;F;Cyrille Guimard;FRA
8b;1974;152;Plain stage;F;Patrick Sercu;BEL
9;1974;241;Stage with mountain(s);M;Eddy Merckx;BEL
10;1974;131;Stage with mountain(s);M;Eddy Merckx;BEL
11;1974;199;Stage with mountain(s);M;Vicente Lopez Carril;ESP
12;1974;231;Stage with mountain(s);M;Jos Spruyt;BEL
13;1974;126;Plain stage;F;Barry Hoban;GBR
14;1974;249;Plain stage;F;Jean-Pierre Genet;FRA
15;1974;225;Stage with mountain(s);M;Eddy Merckx;BEL
16;1974;209;Stage with mountain(s);M;Raymond Poulidor;FRA
17;1974;119;Stage with mountain(s);M;Jean-Pierre Danguillaume;FRA
18;1974;141;Stage with mountain(s);M;Jean-Pierre Danguillaume;FRA
19a;1974;196;Plain stage;F;Francis Campaner;FRA
19b;1974;12;Individual time trial;ITT;Eddy Merckx;BEL
20;1974;120;Plain stage;F;Gerard Vianen;NED
21a;1974;113;Plain stage;F;Eddy Merckx;BEL
21b;1974;37;Individual time trial;ITT;Michel Pollentier;BEL
22;1974;146;Plain stage;F;Eddy Merckx;BEL
P;1973;7.1;Individual time trial;ITT;Joop Zoetemelk;NED
1a;1973;84;Plain stage;F;Willy Teirlinck;BEL
1b;1973;137.5;Plain stage;F;José Catieau;FRA
2a;1973;12.4;Team time trial;TTT;Watney–Maes Pils;
2b;1973;138;Plain stage;F;Eddy Verstraeten;BEL
3;1973;226;Plain stage;F;Cyrille Guimard;FRA
4;1973;214;Plain stage;F;Joop Zoetemelk;NED
5;1973;188;Stage with mountain(s);M;Walter Godefroot;BEL
6;1973;244.5;Stage with mountain(s);M;Jean-Pierre Danguillaume;FRA
7a;1973;86.5;Stage with mountain(s);M;Luis Ocaña;ESP
7b;1973;150.5;Stage with mountain(s);M;Bernard Thévenet;FRA
8;1973;237.5;Stage with mountain(s);M;Luis Ocaña;ESP
9;1973;234.5;Stage with mountain(s);M;Vicente López Carril;ESP
10;1973;222.5;Stage with mountain(s);M;Michael Wright;GBR
11;1973;238;Plain stage;F;Barry Hoban;GBR
12a;1973;28.3;Individual time trial;ITT;Luis Ocaña;ESP
12b;1973;76;Stage with mountain(s);M;Lucien Van Impe;BEL
13;1973;235;Stage with mountain(s);M;Luis Ocaña;ESP
14;1973;227.5;Stage with mountain(s);M;Pedro Torres;ESP
15;1973;137;Plain stage;F;Wilfried David;BEL
16a;1973;210;Plain stage;F;Walter Godefroot;BEL
16b;1973;12.4;Individual time trial;ITT;Joaquim Agostinho;POR
17;1973;248;Plain stage;F;Claude Tollet;FRA
18;1973;216.5;Stage with mountain(s);M;Luis Ocaña;ESP
19;1973;233.5;Plain stage;F;Barry Hoban;GBR
20a;1973;16;Individual time trial;ITT;Luis Ocaña;ESP
20b;1973;89;Plain stage;F;Bernard Thévenet;FRA
P;1972;7.2;Individual time trial;ITT;Eddy Merckx;BEL
1;1972;235.5;Plain stage;F;Cyrille Guimard;FRA
2;1972;206.5;Plain stage;F;Rik Van Linden;BEL
3a;1972;161;Plain stage;F;Ercole Gualazzini;ITA
3b;1972;16.2;Team time trial;TTT;Molteni;
4;1972;236;Plain stage;F;Cyrille Guimard;FRA
5a;1972;133.5;Plain stage;F;Walter Godefroot;BEL
5b;1972;12.7;Individual time trial;ITT;Eddy Merckx;BEL
6;1972;205;Plain stage;F;Leo Duyndam;NED
7;1972;220.5;Stage with mountain(s);M;Yves Hézard;FRA
8;1972;163.5;Stage with mountain(s);M;Eddy Merckx;BEL
9;1972;179;Hilly stage;H;Jos Huysmans;BEL
10;1972;210;Plain stage;F;Willy Teirlinck;BEL
11;1972;207;Stage with mountain(s);M;Bernard Thévenet;FRA
12;1972;192;Stage with mountain(s);M;Lucien Van Impe;BEL
13;1972;201;Stage with mountain(s);M;Eddy Merckx;BEL
14a;1972;51;Stage with mountain(s);M;Eddy Merckx;BEL
14b;1972;151;Stage with mountain(s);M;Cyrille Guimard;FRA
15;1972;28;Stage with mountain(s);M;Cyrille Guimard;FRA
16;1972;198.5;Hilly stage;H;Willy Teirlinck;BEL
17;1972;213;Hilly stage;H;Bernard Thévenet;FRA
18;1972;257.5;Plain stage;F;Marinus Wagtmans;NED
19;1972;230;Plain stage;F;Joseph Bruyère;BEL
20a;1972;42;Individual time trial;ITT;Eddy Merckx;BEL
20b;1972;89;Plain stage;F;Willy Teirlinck;BEL
P;1971;11;Team time trial;TTT;Molteni;
1a;1971;59.5;Stage with mountain(s);M;Eric Leman;BEL
1b;1971;90;Plain stage;F;Gerben Karstens;NED
1c;1971;74.5;Plain stage;F;Albert Van Vlierberghe;BEL
2;1971;144;Stage with mountain(s);M;Eddy Merckx;BEL
3;1971;165.5;Stage with mountain(s);M;Rini Wagtmans;NED
4;1971;242;Plain stage;F;Jean-Pierre Genet;FRA
5;1971;208.5;Stage with mountain(s);M;Pietro Guerra;ITA
6a;1971;127.5;Plain stage;F;Eric Leman;BEL
6b;1971;133.5;Plain stage;F;Mauro Simonetti;ITA
7;1971;257.5;Plain stage;F;Eric Leman;BEL
8;1971;221;Stage with mountain(s);M;Luis Ocaña;ESP
9;1971;153;Stage with mountain(s);M;Walter Godefroot;BEL
10;1971;188.5;Stage with mountain(s);M;Bernard Thévenet;FRA
11;1971;134;Stage with mountain(s);M;Luis Ocaña;ESP
12;1971;251;Plain stage;F;Luciano Armani;ITA
13;1971;16.3;Individual time trial;ITT;Eddy Merckx;BEL
14;1971;214.5;Stage with mountain(s);M;José Manuel Fuente;ESP
15;1971;19.6;Stage with mountain(s);M;José Manuel Fuente;ESP
16a;1971;145;Stage with mountain(s);M;Bernard Labourdette;FRA
16b;1971;57.5;Plain stage;F;Herman Van Springel;BEL
17;1971;188;Plain stage;F;Eddy Merckx;BEL
18;1971;244;Plain stage;F;Jean-Pierre Danguillaume;FRA
19;1971;185;Plain stage;F;Jan Krekels;NED
20;1971;53.8;Individual time trial;ITT;Eddy Merckx;BEL
P;1970;7.4;Individual time trial;ITT;Eddy Merckx;BEL
1;1970;224.5;Plain stage;F;Cyrille Guimard;FRA
2;1970;200;Plain stage;F;Italo Zilioli;ITA
3a;1970;10.7;Team time trial;TTT;Faemino–Faema;
3b;1970;140;Plain stage;F;Marino Basso;ITA
4;1970;229;Plain stage;F;Walter Godefroot;BEL
5a;1970;94.5;Plain stage;F;Walter Godefroot;BEL
5b;1970;223;Plain stage;F;Jozef Spruyt;BEL
6;1970;135.5;Plain stage;F;Roger De Vlaeminck;BEL
7a;1970;120;Plain stage;F;Eddy Merckx;BEL
7b;1970;7.2;Individual time trial;ITT;José Antonio Gonzalez Linares;ESP
8;1970;232.5;Plain stage;F;Alain Vasseur;FRA
9;1970;269.5;Stage with mountain(s);M;Mogens Frey;DEN
10;1970;241;Stage with mountain(s);M;Eddy Merckx;BEL
11a;1970;8.8;Individual time trial;ITT;Eddy Merckx;BEL
11b;1970;139.5;Stage with mountain(s);M;Marino Basso;ITA
12;1970;194;Stage with mountain(s);M;Eddy Merckx;BEL
13;1970;194.5;Stage with mountain(s);M;Primo Mori;ITA
14;1970;170;Stage with mountain(s);M;Eddy Merckx;BEL
15;1970;140.5;Plain stage;F;Marinus Wagtmans;NED
16;1970;160;Plain stage;F;Albert Van Vlierberghe;BEL
17;1970;190;Plain stage;F;Luis Ocaña;ESP
18;1970;135.5;Stage with mountain(s);M;Bernard Thévenet;FRA
19;1970;185.5;Stage with mountain(s);M;Christian Raymond;FRA
20a;1970;223.5;Plain stage;F;Rolf Wolfshohl;FRG
20b;1970;8.2;Individual time trial;ITT;Eddy Merckx;BEL
21;1970;191.5;Plain stage;F;Marino Basso;ITA
22;1970;238.5;Plain stage;F;Jean-Pierre Danguillaume;FRA
23;1970;54;Individual time trial;ITT;Eddy Merckx;BEL
P;1969;10;Individual time trial;ITT;Rudi Altig;GER
1a;1969;147;Plain stage;F;Marino Basso;ITA
1b;1969;16;Team time trial;TTT;Faema;
2;1969;182;Plain stage;F;Julien Stevens;BEL
3;1969;213;Plain stage;F;Eric Leman;BEL
4;1969;214;Plain stage;F;Rik Van Looy;BEL
5;1969;194;Stage with mountain(s);M;Joaquim Agostinho;POR
6;1969;133;Stage with mountain(s);M;Eddy Merckx;BEL
7;1969;241;Stage with mountain(s);M;Mariano Diaz;ESP
8a;1969;9;Individual time trial;ITT;Eddy Merckx;BEL
8b;1969;137;Stage with mountain(s);M;Michele Dancelli;ITA
9;1969;111;Stage with mountain(s);M;Roger Pingeon;FRA
10;1969;221;Stage with mountain(s);M;Herman Van Springel;BEL
11;1969;198;Stage with mountain(s);M;Eddy Merckx;BEL
12;1969;161;Stage with mountain(s);M;Felice Gimondi;ITA
13;1969;196;Plain stage;F;Guido Reybrouck;BEL
14;1969;234;Plain stage;F;Joaquim Agostinho;POR
15;1969;19;Individual time trial;ITT;Eddy Merckx;BEL
16;1969;199;Stage with mountain(s);M;Raymond Delisle;FRA
17;1969;214;Stage with mountain(s);M;Eddy Merckx;BEL
18;1969;201;Plain stage;F;Barry Hoban;GBR
19;1969;193;Plain stage;F;Barry Hoban;GBR
20;1969;198;Stage with mountain(s);M;Pierre Matignon;FRA
21;1969;329;Plain stage;F;Herman Van Springel;BEL
22a;1969;111;Plain stage;F;Jozef Spruyt;BEL
22b;1969;37;Individual time trial;ITT;Eddy Merckx;BEL
1a;1968;6.1;Individual time trial;ITT;Charly Grosskost;FRA
1b;1968;189;Plain stage;F;Charly Grosskost;FRA
2;1968;210.5;Plain stage;F;Eric de Vlaeminck;BEL
3a;1968;22;Team time trial;TTT;Belgium A;
3b;1968;112;Plain stage;F;Walter Godefroot;BEL
4;1968;238;Plain stage;F;Georges Chappe;FRA
5a;1968;165;Plain stage;F;André Desvages;FRA
5b;1968;154.5;Plain stage;F;Jean Dumont;FRA
6;1968;188;Plain stage;F;Aurelio González Puente;ESP
7;1968;190;Plain stage;F;Franco Bitossi;ITA
8;1968;223;Plain stage;F;Daniel van Ryckeghem;BEL
9;1968;137.5;Plain stage;F;Walter Godefroot;BEL
10;1968;202.5;Plain stage;F;Gilbert Bellone;FRA
11;1968;183.5;Plain stage;F;Daniel van Ryckeghem;BEL
12;1968;226.5;Stage with mountain(s);M;Georges Pintens;BEL
13;1968;208.5;Stage with mountain(s);M;Herman Van Springel;BEL
14;1968;231.5;Stage with mountain(s);M;Jan Janssen;NED
15;1968;250.5;Plain stage;F;Roger Pingeon;FRA
16;1968;199;Plain stage;F;Franco Bitossi;ITA
17;1968;236.5;Stage with mountain(s);M;Jean-Pierre Genet;FRA
18;1968;235;Stage with mountain(s);M;Roger Pingeon;FRA
19;1968;200;Stage with mountain(s);M;Barry Hoban;GBR
20;1968;242.5;Stage with mountain(s);M;Jozef Huysmans;BEL
21;1968;242;Plain stage;F;Eric Leman;BEL
22a;1968;136;Plain stage;F;Maurice Izier;FRA
22b;1968;55.2;Individual time trial;ITT;Jan Janssen;NED
1a;1967;5.775;Individual time trial;ITT;José-Maria Errandonea;ESP
1b;1967;185.5;Plain stage;F;Walter Godefroot;BEL
2;1967;180;Plain stage;F;Willy Van Neste;BEL
3;1967;248;Plain stage;F;Marino Basso;ITA
4;1967;191;Plain stage;F;Guido Reybrouck;BEL
5a;1967;172;Plain stage;F;Roger Pingeon;FRA
5b;1967;17;Team time trial;TTT;Belgium;
6;1967;238;Plain stage;F;Herman Van Springel;BEL
7;1967;205.5;Stage with mountain(s);M;Michael Wright;GBR
8;1967;215;Stage with mountain(s);M;Lucien Aimar;FRA
9;1967;238.5;Stage with mountain(s);M;Guido Reybrouck;BEL
10;1967;243;Stage with mountain(s);M;Felice Gimondi;ITA
11;1967;197;Stage with mountain(s);M;José Samyn;FRA
12;1967;207.5;Plain stage;F;Raymond Riotte;FRA
13;1967;211.5;Stage with mountain(s);M;Jan Janssen;NED
14;1967;201.5;Plain stage;F;Barry Hoban;GBR
15;1967;230.5;Plain stage;F;Rolf Wolfshohl;FRG
16;1967;188;Stage with mountain(s);M;Fernando Manzaneque;ESP
17;1967;250;Stage with mountain(s);M;Raymond Mastrotto;FRA
18;1967;206.5;Plain stage;F;Marino Basso;ITA
19;1967;217;Plain stage;F;Jean Stablinski;FRA
20;1967;222;Stage with mountain(s);M;Felice Gimondi;ITA
21;1967;359;Plain stage;F;Paul Lemeteyer;FRA
22a;1967;104;Plain stage;F;René Binggeli;SUI
22b;1967;46.6;Individual time trial;ITT;Raymond Poulidor;FRA
1;1966;209;Plain stage;F;Rudi Altig;FRG
2;1966;198;Plain stage;F;Guido Reybrouck;BEL
3a;1966;21;Team time trial;TTT;Televizier–Batavus;
3b;1966;131;Plain stage;F;Gerben Karstens;NED
4;1966;205;Plain stage;F;Willy Planckaert;BEL
5;1966;178;Plain stage;F;Franco Bitossi;ITA
6;1966;217;Plain stage;F;Edward Sels;BEL
7;1966;252;Plain stage;F;Albert Van Vlierberghe;BEL
8;1966;138;Plain stage;F;Willy Planckaert;BEL
9;1966;201;Plain stage;F;Gerben Karstens;NED
10;1966;234;Stage with mountain(s);M;Tommaso de Pra;ITA
11;1966;188;Stage with mountain(s);M;Guido Marcello Mugnaini;ITA
12;1966;219;Stage with mountain(s);M;Rudi Altig;FRG
13;1966;191;Plain stage;F;Georges Vandenberghe;BEL
14a;1966;144;Plain stage;F;Jo de Roo;NED
14b;1966;20;Individual time trial;ITT;Raymond Poulidor;FRA
15;1966;203;Stage with mountain(s);M;Luís Otano;ESP
16;1966;148;Stage with mountain(s);M;Julio Jiménez;ESP
17;1966;160;Stage with mountain(s);M;Franco Bitossi;ITA
18;1966;188;Stage with mountain(s);M;Edy Schutz;LUX
19;1966;265;Stage with mountain(s);M;Ferdinand Bracke;BEL
20;1966;223;Plain stage;F;Henk Nijdam;NED
21;1966;232;Plain stage;F;Pierre Beuffeuil;FRA
22a;1966;111;Plain stage;F;Edward Sels;BEL
22b;1966;51;Individual time trial;ITT;Rudi Altig;FRG
1a;1965;149;Plain stage;F;Rik Van Looy;BEL
1b;1965;22.5;Team time trial;TTT;Ford France–Gitane;
2;1965;200.5;Plain stage;F;Bernard Van De Kerkhove;BEL
3;1965;240;Plain stage;F;Felice Gimondi;ITA
4;1965;227;Plain stage;F;Edgard Sorgeloos;BEL
5a;1965;147;Plain stage;F;Cees van Espen;NED
5b;1965;26.7;Individual time trial;ITT;Raymond Poulidor;FRA
6;1965;210.5;Plain stage;F;Guido Reybroeck;BEL
7;1965;219;Plain stage;F;Edward Sels;BEL
8;1965;197.5;Plain stage;F;Johan de Roo;NED
9;1965;226.5;Stage with mountain(s);M;Julio Jiménez;ESP
10;1965;222.5;Stage with mountain(s);M;Guido Reybroeck;BEL
11;1965;240.5;Stage with mountain(s);M;José Perez-Frances;ESP
12;1965;219;Plain stage;F;Jan Janssen;NED
13;1965;164;Plain stage;F;Adriano Durante;ITA
14;1965;173;Stage with mountain(s);M;Raymond Poulidor;FRA
15;1965;167.5;Stage with mountain(s);M;Giuseppe Fezzardi;ITA
16;1965;177;Stage with mountain(s);M;Joaquim Galera;ESP
17;1965;193.5;Stage with mountain(s);M;Julio Jiménez;ESP
18;1965;26.9;Mountain time trial;MTT;Felice Gimondi;ITA
19;1965;165;Stage with mountain(s);M;Rik Van Looy;BEL
20;1965;198.5;Plain stage;F;Michael Wright;GBR
21;1965;225.5;Plain stage;F;Gerben Karstens;NED
22;1965;37.8;Individual time trial;ITT;Felice Gimondi;ITA
1;1964;215;Plain stage;F;Edward Sels;BEL
2;1964;208;Plain stage;F;André Darrigade;FRA
3a;1964;197;Plain stage;F;Bernard Vandekerkhove;BEL
3b;1964;21;Team time trial;TTT;Kas–Kaskol;
4;1964;292;Plain stage;F;Rudi Altig;GER
5;1964;161;Plain stage;F;Willy Derboven;BEL
6;1964;200;Plain stage;F;Henk Nijdam;NED
7;1964;195;Plain stage;F;Jan Janssen;NED
8;1964;249;Stage with mountain(s);M;Federico Bahamontes;ESP
9;1964;239;Stage with mountain(s);M;Jacques Anquetil;FRA
10a;1964;187;Plain stage;F;Jan Janssen;NED
10b;1964;21;Individual time trial;ITT;Jacques Anquetil;FRA
11;1964;250;Plain stage;F;Edward Sels;BEL
12;1964;174;Plain stage;F;Jo de Roo;NED
13;1964;170;Stage with mountain(s);M;Julio Jiménez;ESP
14;1964;186;Stage with mountain(s);M;Edward Sels;BEL
15;1964;203;Stage with mountain(s);M;Raymond Poulidor;FRA
16;1964;197;Stage with mountain(s);M;Federico Bahamontes;ESP
17;1964;43;Individual time trial;ITT;Jacques Anquetil;FRA
18;1964;187;Plain stage;F;André Darrigade;FRA
19;1964;215;Plain stage;F;Edward Sels;BEL
20;1964;217;Stage with mountain(s);M;Julio Jiménez;ESP
21;1964;311;Plain stage;F;Jean Stablinski;FRA
22a;1964;119;Plain stage;F;Benoni Beheyt;BEL
22b;1964;27;Individual time trial;ITT;Jacques Anquetil;FRA
1;1963;152;Plain stage;F;Eddy Pauwels;BEL
2a;1963;186;Plain stage;F;Rik Van Looy;BEL
2b;1963;22;Team time trial;TTT;Pelforth–Sauvage–Lejeune;
3;1963;223;Plain stage;F;Seamus Elliott;IRL
4;1963;236;Plain stage;F;Frans Melckenbeeck;BEL
5;1963;285;Plain stage;F;Antonio Bailetti;ITA
6a;1963;118;Plain stage;F;Roger de Breuker;BEL
6b;1963;25;Individual time trial;ITT;Jacques Anquetil;FRA
7;1963;236;Plain stage;F;Jan Janssen;NED
8;1963;232;Plain stage;F;Rik Van Looy;BEL
9;1963;202;Plain stage;F;Pino Cerami;BEL
10;1963;148;Stage with mountain(s);M;Jacques Anquetil;FRA
11;1963;131;Stage with mountain(s);M;Guy Ignolin;FRA
12;1963;173;Stage with mountain(s);M;André Darrigade;FRA
13;1963;234;Plain stage;F;Rik Van Looy;BEL
14;1963;237;Plain stage;F;Guy Ignolin;FRA
15;1963;174;Stage with mountain(s);M;Federico Bahamontes;ESP
16;1963;202;Stage with mountain(s);M;Fernando Manzaneque;ESP
17;1963;228;Stage with mountain(s);M;Jacques Anquetil;FRA
18;1963;225;Stage with mountain(s);M;Frans Brands;BEL
19;1963;54;Individual time trial;ITT;Jacques Anquetil;FRA
20;1963;234;Plain stage;F;Roger de Breuker;BEL
21;1963;185;Plain stage;F;Rik Van Looy;BEL
1;1962;253;Plain stage;F;Rudi Altig;FRG
2a;1962;147;Plain stage;F;André Darrigade;FRA
2b;1962;23;Team time trial;TTT;Faema–Flandria–Clement;
3;1962;210;Plain stage;F;Rudi Altig;FRG
4;1962;196.5;Plain stage;F;Willy Vanden Berghen;BEL
5;1962;215;Plain stage;F;Emile Daems;BEL
6;1962;235.5;Plain stage;F;Robert Cazala;FRA
7;1962;201;Plain stage;F;Huub Zilverberg;NED
8a;1962;155;Plain stage;F;Mario Minieri;ITA
8b;1962;43;Individual time trial;ITT;Jacques Anquetil;FRA
9;1962;214;Plain stage;F;Antonio Bailetti;ITA
10;1962;184.5;Plain stage;F;Willy Vannitsen;BEL
11;1962;155.5;Plain stage;F;Eddy Pauwels;BEL
12;1962;207.5;Stage with mountain(s);M;Robert Cazala;FRA
13;1962;18.5;Mountain time trial;MTT;Federico Bahamontes;ESP
14;1962;215;Stage with mountain(s);M;Jean Stablinski;FRA
15;1962;196.5;Plain stage;F;Willy Vannitsen;BEL
16;1962;185;Plain stage;F;Emile Daems;BEL
17;1962;201;Plain stage;F;Rudi Altig;FRG
18;1962;241.5;Stage with mountain(s);M;Emile Daems;BEL
19;1962;204.5;Stage with mountain(s);M;Raymond Poulidor;FRA
20;1962;68;Individual time trial;ITT;Jacques Anquetil;FRA
21;1962;232;Plain stage;F;Dino Bruni;ITA
22;1962;271;Plain stage;F;Rino Benedetti;ITA
1a;1961;136.5;Plain stage;F;André Darrigade;FRA
1b;1961;28.5;Individual time trial;ITT;Jacques Anquetil;FRA
2;1961;230.5;Plain stage;F;André Darrigade;FRA
3;1961;197.5;Plain stage;F;Emile Daems;BEL
4;1961;237.5;Plain stage;F;Anatole Novak;FRA
5;1961;221;Stage with mountain(s);M;Louis Bergaud;FRA
6;1961;180.5;Stage with mountain(s);M;Jozef Planckaert;BEL
7;1961;214.5;Plain stage;F;Jean Stablinski;FRA
8;1961;240.5;Stage with mountain(s);M;Jean Forestier;FRA
9;1961;230;Stage with mountain(s);M;Charly Gaul;LUX
10;1961;250.5;Stage with mountain(s);M;Guy Ignolin;FRA
11;1961;225;Stage with mountain(s);M;Guido Carlesi;ITA
12;1961;199;Stage with mountain(s);M;Michel Van Aerde;BEL
13;1961;177.5;Plain stage;F;André Darrigade;FRA
14;1961;174;Plain stage;F;Eddy Pauwels;BEL
15;1961;206;Plain stage;F;Guido Carlesi;ITA
16;1961;208;Stage with mountain(s);M;Imerio Massignan;ITA
17;1961;197;Stage with mountain(s);M;Eddy Pauwels;BEL
18;1961;207;Plain stage;F;Martin Van Geneugden;BEL
19;1961;74.5;Individual time trial;ITT;Jacques Anquetil;FRA
20;1961;309.5;Plain stage;F;André Darrigade;FRA
21;1961;252.5;Plain stage;F;Robert Cazala;FRA
1a;1960;108;Plain stage;F;Julien Schepens;BEL
1b;1960;27.8;Individual time trial;ITT;Roger Rivière;FRA
2;1960;206;Plain stage;F;René Privat;FRA
3;1960;209;Plain stage;F;Nino Defilippis;ITA
4;1960;211;Plain stage;F;Jean Graczyk;FRA
5;1960;189;Plain stage;F;André Darrigade;FRA
6;1960;191;Plain stage;F;Roger Rivière;FRA
7;1960;244;Plain stage;F;Graziano Battistini;ITA
8;1960;240;Plain stage;F;Nino Defilippis;ITA
9;1960;225;Plain stage;F;Martin van Geneugden;BEL
10;1960;228;Stage with mountain(s);M;Roger Rivière;FRA
11;1960;161;Stage with mountain(s);M;Kurt Gimmi;SUI
12;1960;176;Stage with mountain(s);M;Jean Graczyk;FRA
13;1960;224;Plain stage;F;Louis Proost;FRA
14;1960;217;Stage with mountain(s);M;Martin van Geneugden;BEL
15;1960;187;Stage with mountain(s);M;Michel Van Aerde;BEL
16;1960;172;Stage with mountain(s);M;Graziano Battistini;ITA
17;1960;229;Stage with mountain(s);M;Jean Graczyk;FRA
18;1960;215;Stage with mountain(s);M;Fernando Manzaneque;ESP
19;1960;83;Individual time trial;ITT;Rolf Graf;SUI
20;1960;229;Plain stage;F;Pierre Beuffeuil;FRA
21;1960;200;Plain stage;F;Jean Graczyk;FRA
1;1959;238;Plain stage;F;André Darrigade;FRA
2;1959;234;Plain stage;F;Vito Favero;ITA
3;1959;217;Plain stage;F;Robert Cazala;FRA
4;1959;230;Plain stage;F;Dino Bruni;ITA
5;1959;286;Plain stage;F;Jean Graczyk;FRA
6;1959;45;Individual time trial;ITT;Roger Rivière;FRA
7;1959;190;Plain stage;F;Roger Hassenforder;FRA
8;1959;201;Plain stage;F;Michel Dejouhannet;FRA
9;1959;207;Plain stage;F;Marcel Queheille;FRA
10;1959;235;Stage with mountain(s);M;Marcel Janssens;BEL
11;1959;119;Stage with mountain(s);M;André Darrigade;FRA
12;1959;184;Plain stage;F;Rolf Graf;SUI
13;1959;219;Stage with mountain(s);M;Henry Anglade;FRA
14;1959;231;Stage with mountain(s);M;André Le Dissez;FRA
15;1959;12;Mountain time trial;MTT;Federico Bahamontes;ESP
16;1959;210;Plain stage;F;Dino Bruni;ITA
17;1959;197;Stage with mountain(s);M;Charly Gaul;LUX
18;1959;243;Stage with mountain(s);M;Ercole Baldini;ITA
19;1959;251;Stage with mountain(s);M;Rolf Graf;SUI
20;1959;202;Plain stage;F;Brian Robinson;GBR
21;1959;69;Individual time trial;ITT;Roger Rivière;FRA
22;1959;331;Plain stage;F;Joseph Groussard;FRA
1;1958;184;Plain stage;F;André Darrigade;FRA
2;1958;198;Plain stage;F;Gerrit Voorting;NED
3;1958;177;Plain stage;F;Gilbert Bauvin;FRA
4;1958;205;Plain stage;F;Jean Gainche;FRA
5;1958;232;Plain stage;F;Tino Sabbadini;FRA
6;1958;223;Plain stage;F;Martin van Geneugden;BEL
7;1958;170;Plain stage;F;Brian Robinson;GBR
8;1958;46;Individual time trial;ITT;Charly Gaul;LUX
9;1958;206;Plain stage;F;André Darrigade;FRA
10;1958;255;Plain stage;F;Pierino Baffi;ITA
11;1958;137;Plain stage;F;Arrigo Padovan;ITA
12;1958;161;Plain stage;F;Martin van Geneugden;BEL
13;1958;230;Stage with mountain(s);M;Louis Bergaud;FRA
14;1958;129;Stage with mountain(s);M;Federico Bahamontes;ESP
15;1958;176;Stage with mountain(s);M;André Darrigade;FRA
16;1958;187;Plain stage;F;Pierino Baffi;ITA
17;1958;189;Plain stage;F;André Darrigade;FRA
18;1958;21;Mountain time trial;MTT;Charly Gaul;LUX
19;1958;178;Stage with mountain(s);M;Gastone Nencini;ITA
20;1958;165;Stage with mountain(s);M;Federico Bahamontes;ESP
21;1958;219;Stage with mountain(s);M;Charly Gaul;LUX
22;1958;237;Stage with mountain(s);M;André Darrigade;FRA
23;1958;74;Individual time trial;ITT;Charly Gaul;LUX
24;1958;320;Plain stage;F;Pierino Baffi;ITA
1;1957;204;Plain stage;F;André Darrigade;FRA
2;1957;226;Plain stage;F;René Privat;FRA
