Stage,Year,Distance,Type,Mark,Winner,Winner_Country,country_iso
12,1979,193,Plain stage,F,Christian Seznec,FRA,FR
13,1979,202,Hilly stage,H,Pierre-Raymond Villemiane,FRA,FR
14,1979,248,Plain stage,F,Marc Demeyer,BEL,BE
15,1979,54,Individual time trial,ITT,Bernard Hinault,FRA,FR
16,1979,201,Stage with mountain(s),M,Lucien Van Impe,BEL,BE
17,1979,167,Stage with mountain(s),M,Joaquim Agostinho,POR,PT
18,1979,119,Stage with mountain(s),M,Joop Zoetemelk,NED,NL
19,1979,162,Plain stage,F,Dietrich Thurau,GER,DE
20,1979,240,Plain stage,F,Serge Parsani,ITA,IT
21,1979,49,Individual time trial,ITT,Bernard Hinault,FRA,FR
22,1979,189,Plain stage,F,Gerrie Knetemann,NED,NL
23,1979,205,Plain stage,F,Bernard Hinault,FRA,FR
24,1979,180,Plain stage,F,Bernard Hinault,FRA,FR
P,1978,5,Individual time trial,ITT,Jan Raas,NED,NL
1a,1978,135,Plain stage,F,Jan Raas,NED,NL
1b,1978,100,Plain stage,F,Walter Planckaert,BEL,BE
2,1978,199,Plain stage,F,Jacques Esclassan,FRA,FR
3,1978,244,Plain stage,F,Klaus-Peter Thaler,GER,DE
4,1978,153,Team time trial,TTT,TI–Raleigh–McGregor,,
5,1978,244,Plain stage,F,Freddy Maertens,BEL,BE
6,1978,162,Plain stage,F,Sean Kelly,IRE,IE
7,1978,242,Plain stage,F,Freddy Maertens,BEL,BE
8,1978,59,Individual time trial,ITT,Bernard Hinault,FRA,FR
9,1978,233,Plain stage,F,Miguel Maria Lasa,ESP,ES
10,1978,192,Hilly stage,H,Henk Lubberding,NED,NL
11,1978,161,Stage with mountain(s),M,Mariano Martínez,FRA,FR
12a,1978,158,Plain stage,F,Cancelled,,
12b,1978,96,Plain stage,F,Jacques Esclassan,FRA,FR
13,1978,221,Hilly stage,H,Paul Wellens,BEL,BE
14,1978,52,Individual time trial,ITT,Joop Zoetemelk,NED,NL
15,1978,196,Hilly stage,H,Bernard Hinault,FRA,FR
16,1978,241,Stage with mountain(s),M,Hennie Kuiper,NED,NL
17,1978,225,Stage with mountain(s),M,Christian Seznec,FRA,FR
18,1978,137,Plain stage,F,Gerrie Knetemann,NED,NL
19,1978,182,Plain stage,F,Marc Demeyer,BEL,BE
20,1978,72,Individual time trial,ITT,Bernard Hinault,FRA,FR
21,1978,207,Plain stage,F,Jan Raas,NED,NL
22,1978,162,Plain stage,F,Gerrie Knetemann,NED,NL
P,1977,5,Individual time trial,ITT,Dietrich Thurau,FRG,DE
1,1977,237,Plain stage,F,Pierre-Raymond Villemiane,FRA,FR
2,1977,253,Stage with mountain(s),M,Dietrich Thurau,FRG,DE
3,1977,248,Stage with mountain(s),M,José Nazabal,ESP,ES
4,1977,256,Stage with mountain(s),M,Régis Delépine,FRA,FR
5a,1977,139,Plain stage,F,Jacques Esclassan,FRA,FR
5b,1977,30,Individual time trial,ITT,Dietrich Thurau,FRG,DE
6,1977,225,Plain stage,F,Jan Raas,NED,NL
7a,1977,140,Plain stage,F,Patrick Sercu,BEL,BE
7b,1977,4,Team time trial,TTT,Fiat France,,
8,1977,247,Plain stage,F,Giacinto Santambrogio,ITA,IT
9,1977,187,Stage with mountain(s),M,Klaus-Peter Thaler,FRG,DE
10,1977,174,Plain stage,F,Fedor den Hertog,NED,NL
11,1977,242,Plain stage,F,Jean-Pierre Danguillaume,FRA,FR
12,1977,193,Stage with mountain(s),M,Patrick Sercu,BEL,BE
13a,1977,46,Plain stage,F,Patrick Sercu,BEL,BE
13b,1977,160,Plain stage,F,Jean-Pierre Danguillaume,FRA,FR
14,1977,230,Stage with mountain(s),M,Bernard Quilfen,FRA,FR
15a,1977,105,Stage with mountain(s),M,Paul Wellens,BEL,BE
15b,1977,14,Individual time trial,ITT,Lucien Van Impe,BEL,BE
16,1977,121,Stage with mountain(s),M,Dietrich Thurau,FRG,DE
17,1977,185,Stage with mountain(s),M,Hennie Kuiper,NED,NL
18,1977,199,Stage with mountain(s),M,no winner,,
19,1977,172,Plain stage,F,Gerrie Knetemann,NED,NL
20,1977,50,Individual time trial,ITT,Bernard Thévenet,FRA,FR
21,1977,142,Plain stage,F,Gerrie Knetemann,NED,NL
22a,1977,6,Individual time trial,ITT,Dietrich Thurau,FRG,DE
22b,1977,91,Plain stage,F,Alain Meslet,FRA,FR
P,1976,8,Individual time trial,ITT,Freddy Maertens,BEL,BE
1,1976,173,Flat Stage,F,Freddy Maertens,BEL,BE
2,1976,237,Flat Stage,F,Giovanni Battaglin,ITA,IT
3,1976,37,Individual time trial,ITT,Freddy Maertens,BEL,BE
4,1976,258,Flat Stage,F,Hennie Kuiper,NED,NL
5a,1976,4,Team time trial,TTT,TI–Raleigh–Campagnolo,,
5b,1976,144,Half Stage,Half Stage,Miguel-Maria Lasa,ESP,ES
6,1976,209,Flat Stage,F,Aldo Parecchini,ITA,IT
7,1976,206,Flat Stage,F,Freddy Maertens,BEL,BE
8,1976,220,Flat Stage,F,Jacques Esclassan,FRA,FR
9,1976,258,Mountain Stage,M,Joop Zoetemelk,NED,NL
10,1976,166,Mountain Stage,M,Joop Zoetemelk,NED,NL
11,1976,224,Mountain Stage,M,José-Luis Viejo,ESP,ES
12,1976,205,Mountain Stage,M,Raymond Delisle,FRA,FR
13,1976,188,Mountain Stage,M,Willy Teirlinck,BEL,BE
14,1976,139,Mountain Stage,M,Lucien Van Impe,BEL,BE
15,1976,195,Mountain Stage,M,Wladimiro Panizza,ITA,IT
16,1976,152,Flat Stage,F,Michel Pollentier,BEL,BE
17,1976,39,Individual time trial,ITT,Ferdinand Bracke,BEL,BE
18a,1976,86,Half Stage,Half Stage,Freddy Maertens,BEL,BE
18b,1976,123,Half Stage,Half Stage,Freddy Maertens,BEL,BE
18c,1976,70,Half Stage,Half Stage,Gerben Karstens,NED,NL
19,1976,220,Flat Stage,F,Hubert Mathis,FRA,FR
20,1976,220,Mountain Stage,M,Joop Zoetemelk,NED,NL
21,1976,145,Flat Stage,F,Freddy Maertens,BEL,BE
22a,1976,6,Individual time trial,ITT,Freddy Maertens,BEL,BE
22b,1976,91,Half Stage,Half Stage,Gerben Karstens,NED,NL
P,1975,6,Individual time trial,ITT,Francesco Moser,ITA,IT
1a,1975,94,Plain stage,F,Cees Priem,NED,NL
1b,1975,109,Plain stage,F,Rik Van Linden,BEL,BE
2,1975,121,Plain stage,F,Ronald de Witte,BEL,BE
3,1975,170,Plain stage,F,Karel Rottiers,BEL,BE
4,1975,223,Plain stage,F,Jacques Esclassan,FRA,FR
5,1975,222,Plain stage,F,Theo Smit,NED,NL
6,1975,16,Individual time trial,ITT,Eddy Merckx,BEL,BE
7,1975,236,Plain stage,F,Francesco Moser,ITA,IT
8,1975,134,Plain stage,F,Barry Hoban,GBR,GB
9a,1975,131,Plain stage,F,Theo Smit,NED,NL
9b,1975,37,Individual time trial,ITT,Eddy Merckx,BEL,BE
10,1975,206,Stage with mountain(s),M,Felice Gimondi,ITA,IT
11,1975,160,Stage with mountain(s),M,Joop Zoetemelk,NED,NL
12,1975,242,Plain stage,F,Gerrie Knetemann,NED,NL
13,1975,260,Stage with mountain(s),M,Michel Pollentier,BEL,BE
14,1975,174,Stage with mountain(s),M,Lucien Van Impe,BEL,BE
15,1975,217,Stage with mountain(s),M,Bernard Thévenet,FRA,FR
16,1975,107,Stage with mountain(s),M,Bernard Thévenet,FRA,FR
17,1975,225,Stage with mountain(s),M,Vicente Lopez-Carril,ESP,ES
18,1975,40,Individual time trial,ITT,Lucien Van Impe,BEL,BE
19,1975,229,Stage with mountain(s),M,Rik Van Linden,BEL,BE
20,1975,256,Plain stage,F,Giacinto Santambrogio,ITA,IT
21,1975,220,Plain stage,F,Rik Van Linden,BEL,BE
22,1975,164,Plain stage,F,Walter Godefroot,BEL,BE
P,1974,7,Individual time trial,ITT,Eddy Merckx,BEL,BE
1,1974,144,Plain stage,F,Ercole Gualazzini,ITA,IT
2,1974,164,Plain stage,F,Henk Poppe,NED,NL
3,1974,190,Plain stage,F,Patrick Sercu,BEL,BE
4,1974,184,Plain stage,F,Patrick Sercu,BEL,BE
5,1974,165,Plain stage,F,Ronald de Witte,BEL,BE
6a,1974,239,Plain stage,F,Jean-Luc Molineris,FRA,FR
6b,1974,9,Team time trial,TTT,Molteni,,
7,1974,221,Plain stage,F,Eddy Merckx,BEL,BE
8a,1974,136,Plain stage,F,Cyrille Guimard,FRA,FR
8b,1974,152,Plain stage,F,Patrick Sercu,BEL,BE
9,1974,241,Stage with mountain(s),M,Eddy Merckx,BEL,BE
10,1974,131,Stage with mountain(s),M,Eddy Merckx,BEL,BE
11,1974,199,Stage with mountain(s),M,Vicente Lopez Carril,ESP,ES
12,1974,231,Stage with mountain(s),M,Jos Spruyt,BEL,BE
13,1974,126,Plain stage,F,Barry Hoban,GBR,GB
14,1974,249,Plain stage,F,Jean-Pierre Genet,FRA,FR
15,1974,225,Stage with mountain(s),M,Eddy Merckx,BEL,BE
16,1974,209,Stage with mountain(s),M,Raymond Poulidor,FRA,FR
17,1974,119,Stage with mountain(s),M,Jean-Pierre Danguillaume,FRA,FR
18,1974,141,Stage with mountain(s),M,Jean-Pierre Danguillaume,FRA,FR
19a,1974,196,Plain stage,F,Francis Campaner,FRA,FR
19b,1974,12,Individual time trial,ITT,Eddy Merckx,BEL,BE
20,1974,120,Plain stage,F,Gerard Vianen,NED,NL
21a,1974,113,Plain stage,F,Eddy Merckx,BEL,BE
21b,1974,37,Individual time trial,ITT,Michel Pollentier,BEL,BE
22,1974,146,Plain stage,F,Eddy Merckx,BEL,BE
P,1973,7.1,Individual time trial,ITT,Joop Zoetemelk,NED,NL
1a,1973,84,Plain stage,F,Willy Teirlinck,BEL,BE
1b,1973,137.5,Plain stage,F,José Catieau,FRA,FR
2a,1973,12.4,Team time trial,TTT,Watney–Maes Pils,,
2b,1973,138,Plain stage,F,Eddy Verstraeten,BEL,BE
3,1973,226,Plain stage,F,Cyrille Guimard,FRA,FR
4,1973,214,Plain stage,F,Joop Zoetemelk,NED,NL
5,1973,188,Stage with mountain(s),M,Walter Godefroot,BEL,BE
6,1973,244.5,Stage with mountain(s),M,Jean-Pierre Danguillaume,FRA,FR
7a,1973,86.5,Stage with mountain(s),M,Luis Ocaña,ESP,ES
7b,1973,150.5,Stage with mountain(s),M,Bernard Thévenet,FRA,FR
8,1973,237.5,Stage with mountain(s),M,Luis Ocaña,ESP,ES
9,1973,234.5,Stage with mountain(s),M,Vicente López Carril,ESP,ES
10,1973,222.5,Stage with mountain(s),M,Michael Wright,GBR,GB
11,1973,238,Plain stage,F,Barry Hoban,GBR,GB
12a,1973,28.3,Individual time trial,ITT,Luis Ocaña,ESP,ES
12b,1973,76,Stage with mountain(s),M,Lucien Van Impe,BEL,BE
13,1973,235,Stage with mountain(s),M,Luis Ocaña,ESP,ES
14,1973,227.5,Stage with mountain(s),M,Pedro Torres,ESP,ES
15,1973,137,Plain stage,F,Wilfried David,BEL,BE
16a,1973,210,Plain stage,F,Walter Godefroot,BEL,BE
16b,1973,12.4,Individual time trial,ITT,Joaquim Agostinho,POR,PT
17,1973,248,Plain stage,F,Claude Tollet,FRA,FR
18,1973,216.5,Stage with mountain(s),M,Luis Ocaña,ESP,ES
19,1973,233.5,Plain stage,F,Barry Hoban,GBR,GB
20a,1973,16,Individual time trial,ITT,Luis Ocaña,ESP,ES
20b,1973,89,Plain stage,F,Bernard Thévenet,FRA,FR
P,1972,7.2,Individual time trial,ITT,Eddy Merckx,BEL,BE
1,1972,235.5,Plain stage,F,Cyrille Guimard,FRA,FR
2,1972,206.5,Plain stage,F,Rik Van Linden,BEL,BE
3a,1972,161,Plain stage,F,Ercole Gualazzini,ITA,IT
3b,1972,16.2,Team time trial,TTT,Molteni,,
4,1972,236,Plain stage,F,Cyrille Guimard,FRA,FR
5a,1972,133.5,Plain stage,F,Walter Godefroot,BEL,BE
5b,1972,12.7,Individual time trial,ITT,Eddy Merckx,BEL,BE
6,1972,205,Plain stage,F,Leo Duyndam,NED,NL
7,1972,220.5,Stage with mountain(s),M,Yves Hézard,FRA,FR
8,1972,163.5,Stage with mountain(s),M,Eddy Merckx,BEL,BE
9,1972,179,Hilly stage,H,Jos Huysmans,BEL,BE
10,1972,210,Plain stage,F,Willy Teirlinck,BEL,BE
11,1972,207,Stage with mountain(s),M,Bernard Thévenet,FRA,FR
12,1972,192,Stage with mountain(s),M,Lucien Van Impe,BEL,BE
13,1972,201,Stage with mountain(s),M,Eddy Merckx,BEL,BE
14a,1972,51,Stage with mountain(s),M,Eddy Merckx,BEL,BE
14b,1972,151,Stage with mountain(s),M,Cyrille Guimard,FRA,FR
15,1972,28,Stage with mountain(s),M,Cyrille Guimard,FRA,FR
16,1972,198.5,Hilly stage,H,Willy Teirlinck,BEL,BE
17,1972,213,Hilly stage,H,Bernard Thévenet,FRA,FR
18,1972,257.5,Plain stage,F,Marinus Wagtmans,NED,NL
19,1972,230,Plain stage,F,Joseph Bruyère,BEL,BE
20a,1972,42,Individual time trial,ITT,Eddy Merckx,BEL,BE
20b,1972,89,Plain stage,F,Willy Teirlinck,BEL,BE
P,1971,11,Team time trial,TTT,Molteni,,
1a,1971,59.5,Stage with mountain(s),M,Eric Leman,BEL,BE
1b,1971,90,Plain stage,F,Gerben Karstens,NED,NL
1c,1971,74.5,Plain stage,F,Albert Van Vlierberghe,BEL,BE
2,1971,144,Stage with mountain(s),M,Eddy Merckx,BEL,BE
3,1971,165.5,Stage with mountain(s),M,Rini Wagtmans,NED,NL
4,1971,242,Plain stage,F,Jean-Pierre Genet,FRA,FR
5,1971,208.5,Stage with mountain(s),M,Pietro Guerra,ITA,IT
6a,1971,127.5,Plain stage,F,Eric Leman,BEL,BE
6b,1971,133.5,Plain stage,F,Mauro Simonetti,ITA,IT
7,1971,257.5,Plain stage,F,Eric Leman,BEL,BE
8,1971,221,Stage with mountain(s),M,Luis Ocaña,ESP,ES
9,1971,153,Stage with mountain(s),M,Walter Godefroot,BEL,BE
10,1971,188.5,Stage with mountain(s),M,Bernard Thévenet,FRA,FR
11,1971,134,Stage with mountain(s),M,Luis Ocaña,ESP,ES
12,1971,251,Plain stage,F,Luciano Armani,ITA,IT
13,1971,16.3,Individual time trial,ITT,Eddy Merckx,BEL,BE
14,1971,214.5,Stage with mountain(s),M,José Manuel Fuente,ESP,ES
15,1971,19.6,Stage with mountain(s),M,José Manuel Fuente,ESP,ES
16a,1971,145,Stage with mountain(s),M,Bernard Labourdette,FRA,FR
16b,1971,57.5,Plain stage,F,Herman Van Springel,BEL,BE
17,1971,188,Plain stage,F,Eddy Merckx,BEL,BE
18,1971,244,Plain stage,F,Jean-Pierre Danguillaume,FRA,FR
19,1971,185,Plain stage,F,Jan Krekels,NED,NL
20,1971,53.8,Individual time trial,ITT,Eddy Merckx,BEL,BE
P,1970,7.4,Individual time trial,ITT,Eddy Merckx,BEL,BE
1,1970,224.5,Plain stage,F,Cyrille Guimard,FRA,FR
2,1970,200,Plain stage,F,Italo Zilioli,ITA,IT
3a,1970,10.7,Team time trial,TTT,Faemino–Faema,,
3b,1970,140,Plain stage,F,Marino Basso,ITA,IT
4,1970,229,Plain stage,F,Walter Godefroot,BEL,BE
5a,1970,94.5,Plain stage,F,Walter Godefroot,BEL,BE
5b,1970,223,Plain stage,F,Jozef Spruyt,BEL,BE
6,1970,135.5,Plain stage,F,Roger De Vlaeminck,BEL,BE
7a,1970,120,Plain stage,F,Eddy Merckx,BEL,BE
7b,1970,7.2,Individual time trial,ITT,José Antonio Gonzalez Linares,ESP,ES
8,1970,232.5,Plain stage,F,Alain Vasseur,FRA,FR
9,1970,269.5,Stage with mountain(s),M,Mogens Frey,DEN,DK
10,1970,241,Stage with mountain(s),M,Eddy Merckx,BEL,BE
11a,1970,8.8,Individual time trial,ITT,Eddy Merckx,BEL,BE
11b,1970,139.5,Stage with mountain(s),M,Marino Basso,ITA,IT
12,1970,194,Stage with mountain(s),M,Eddy Merckx,BEL,BE
13,1970,194.5,Stage with mountain(s),M,Primo Mori,ITA,IT
14,1970,170,Stage with mountain(s),M,Eddy Merckx,BEL,BE
15,1970,140.5,Plain stage,F,Marinus Wagtmans,NED,NL
16,1970,160,Plain stage,F,Albert Van Vlierberghe,BEL,BE
17,1970,190,Plain stage,F,Luis Ocaña,ESP,ES
18,1970,135.5,Stage with mountain(s),M,Bernard Thévenet,FRA,FR
19,1970,185.5,Stage with mountain(s),M,Christian Raymond,FRA,FR
20a,1970,223.5,Plain stage,F,Rolf Wolfshohl,FRG,DE
20b,1970,8.2,Individual time trial,ITT,Eddy Merckx,BEL,BE
21,1970,191.5,Plain stage,F,Marino Basso,ITA,IT
22,1970,238.5,Plain stage,F,Jean-Pierre Danguillaume,FRA,FR
23,1970,54,Individual time trial,ITT,Eddy Merckx,BEL,BE
P,1969,10,Individual time trial,ITT,Rudi Altig,GER,DE
1a,1969,147,Plain stage,F,Marino Basso,ITA,IT
1b,1969,16,Team time trial,TTT,Faema,,
2,1969,182,Plain stage,F,Julien Stevens,BEL,BE
3,1969,213,Plain stage,F,Eric Leman,BEL,BE
4,1969,214,Plain stage,F,Rik Van Looy,BEL,BE
5,1969,194,Stage with mountain(s),M,Joaquim Agostinho,POR,PT
6,1969,133,Stage with mountain(s),M,Eddy Merckx,BEL,BE
7,1969,241,Stage with mountain(s),M,Mariano Diaz,ESP,ES
8a,1969,9,Individual time trial,ITT,Eddy Merckx,BEL,BE
8b,1969,137,Stage with mountain(s),M,Michele Dancelli,ITA,IT
9,1969,111,Stage with mountain(s),M,Roger Pingeon,FRA,FR
10,1969,221,Stage with mountain(s),M,Herman Van Springel,BEL,BE
11,1969,198,Stage with mountain(s),M,Eddy Merckx,BEL,BE
12,1969,161,Stage with mountain(s),M,Felice Gimondi,ITA,IT
13,1969,196,Plain stage,F,Guido Reybrouck,BEL,BE
14,1969,234,Plain stage,F,Joaquim Agostinho,POR,PT
15,1969,19,Individual time trial,ITT,Eddy Merckx,BEL,BE
16,1969,199,Stage with mountain(s),M,Raymond Delisle,FRA,FR
17,1969,214,Stage with mountain(s),M,Eddy Merckx,BEL,BE
18,1969,201,Plain stage,F,Barry Hoban,GBR,GB
19,1969,193,Plain stage,F,Barry Hoban,GBR,GB
20,1969,198,Stage with mountain(s),M,Pierre Matignon,FRA,FR
21,1969,329,Plain stage,F,Herman Van Springel,BEL,BE
22a,1969,111,Plain stage,F,Jozef Spruyt,BEL,BE
22b,1969,37,Individual time trial,ITT,Eddy Merckx,BEL,BE
1a,1968,6.1,Individual time trial,ITT,Charly Grosskost,FRA,FR
1b,1968,189,Plain stage,F,Charly Grosskost,FRA,FR
2,1968,210.5,Plain stage,F,Eric de Vlaeminck,BEL,BE
3a,1968,22,Team time trial,TTT,Belgium A,,
3b,1968,112,Plain stage,F,Walter Godefroot,BEL,BE
4,1968,238,Plain stage,F,Georges Chappe,FRA,FR
5a,1968,165,Plain stage,F,André Desvages,FRA,FR
5b,1968,154.5,Plain stage,F,Jean Dumont,FRA,FR
6,1968,188,Plain stage,F,Aurelio González Puente,ESP,ES
7,1968,190,Plain stage,F,Franco Bitossi,ITA,IT
8,1968,223,Plain stage,F,Daniel van Ryckeghem,BEL,BE
9,1968,137.5,Plain stage,F,Walter Godefroot,BEL,BE
10,1968,202.5,Plain stage,F,Gilbert Bellone,FRA,FR
11,1968,183.5,Plain stage,F,Daniel van Ryckeghem,BEL,BE
12,1968,226.5,Stage with mountain(s),M,Georges Pintens,BEL,BE
13,1968,208.5,Stage with mountain(s),M,Herman Van Springel,BEL,BE
14,1968,231.5,Stage with mountain(s),M,Jan Janssen,NED,NL
15,1968,250.5,Plain stage,F,Roger Pingeon,FRA,FR
16,1968,199,Plain stage,F,Franco Bitossi,ITA,IT
17,1968,236.5,Stage with mountain(s),M,Jean-Pierre Genet,FRA,FR
18,1968,235,Stage with mountain(s),M,Roger Pingeon,FRA,FR
19,1968,200,Stage with mountain(s),M,Barry Hoban,GBR,GB
20,1968,242.5,Stage with mountain(s),M,Jozef Huysmans,BEL,BE
21,1968,242,Plain stage,F,Eric Leman,BEL,BE
22a,1968,136,Plain stage,F,Maurice Izier,FRA,FR
22b,1968,55.2,Individual time trial,ITT,Jan Janssen,NED,NL
1a,1967,5.775,Individual time trial,ITT,José-Maria Errandonea,ESP,ES
1b,1967,185.5,Plain stage,F,Walter Godefroot,BEL,BE
2,1967,180,Plain stage,F,Willy Van Neste,BEL,BE
3,1967,248,Plain stage,F,Marino Basso,ITA,IT
4,1967,191,Plain stage,F,Guido Reybrouck,BEL,BE
5a,1967,172,Plain stage,F,Roger Pingeon,FRA,FR
5b,1967,17,Team time trial,TTT,Belgium,,
6,1967,238,Plain stage,F,Herman Van Springel,BEL,BE
7,1967,205.5,Stage with mountain(s),M,Michael Wright,GBR,GB
8,1967,215,Stage with mountain(s),M,Lucien Aimar,FRA,FR
9,1967,238.5,Stage with mountain(s),M,Guido Reybrouck,BEL,BE
10,1967,243,Stage with mountain(s),M,Felice Gimondi,ITA,IT
11,1967,197,Stage with mountain(s),M,José Samyn,FRA,FR
12,1967,207.5,Plain stage,F,Raymond Riotte,FRA,FR
13,1967,211.5,Stage with mountain(s),M,Jan Janssen,NED,NL
14,1967,201.5,Plain stage,F,Barry Hoban,GBR,GB
15,1967,230.5,Plain stage,F,Rolf Wolfshohl,FRG,DE
16,1967,188,Stage with mountain(s),M,Fernando Manzaneque,ESP,ES
17,1967,250,Stage with mountain(s),M,Raymond Mastrotto,FRA,FR
18,1967,206.5,Plain stage,F,Marino Basso,ITA,IT
19,1967,217,Plain stage,F,Jean Stablinski,FRA,FR
20,1967,222,Stage with mountain(s),M,Felice Gimondi,ITA,IT
21,1967,359,Plain stage,F,Paul Lemeteyer,FRA,FR
22a,1967,104,Plain stage,F,René Binggeli,SUI,CH
22b,1967,46.6,Individual time trial,ITT,Raymond Poulidor,FRA,FR
1,1966,209,Plain stage,F,Rudi Altig,FRG,DE
2,1966,198,Plain stage,F,Guido Reybrouck,BEL,BE
3a,1966,21,Team time trial,TTT,Televizier–Batavus,,
3b,1966,131,Plain stage,F,Gerben Karstens,NED,NL
4,1966,205,Plain stage,F,Willy Planckaert,BEL,BE
5,1966,178,Plain stage,F,Franco Bitossi,ITA,IT
6,1966,217,Plain stage,F,Edward Sels,BEL,BE
7,1966,252,Plain stage,F,Albert Van Vlierberghe,BEL,BE
8,1966,138,Plain stage,F,Willy Planckaert,BEL,BE
9,1966,201,Plain stage,F,Gerben Karstens,NED,NL
10,1966,234,Stage with mountain(s),M,Tommaso de Pra,ITA,IT
11,1966,188,Stage with mountain(s),M,Guido Marcello Mugnaini,ITA,IT
12,1966,219,Stage with mountain(s),M,Rudi Altig,FRG,DE
13,1966,191,Plain stage,F,Georges Vandenberghe,BEL,BE
14a,1966,144,Plain stage,F,Jo de Roo,NED,NL
14b,1966,20,Individual time trial,ITT,Raymond Poulidor,FRA,FR
15,1966,203,Stage with mountain(s),M,Luís Otano,ESP,ES
16,1966,148,Stage with mountain(s),M,Julio Jiménez,ESP,ES
17,1966,160,Stage with mountain(s),M,Franco Bitossi,ITA,IT
18,1966,188,Stage with mountain(s),M,Edy Schutz,LUX,LU
19,1966,265,Stage with mountain(s),M,Ferdinand Bracke,BEL,BE
20,1966,223,Plain stage,F,Henk Nijdam,NED,NL
21,1966,232,Plain stage,F,Pierre Beuffeuil,FRA,FR
22a,1966,111,Plain stage,F,Edward Sels,BEL,BE
22b,1966,51,Individual time trial,ITT,Rudi Altig,FRG,DE
1a,1965,149,Plain stage,F,Rik Van Looy,BEL,BE
1b,1965,22.5,Team time trial,TTT,Ford France–Gitane,,
2,1965,200.5,Plain stage,F,Bernard Van De Kerkhove,BEL,BE
3,1965,240,Plain stage,F,Felice Gimondi,ITA,IT
4,1965,227,Plain stage,F,Edgard Sorgeloos,BEL,BE
5a,1965,147,Plain stage,F,Cees van Espen,NED,NL
5b,1965,26.7,Individual time trial,ITT,Raymond Poulidor,FRA,FR
6,1965,210.5,Plain stage,F,Guido Reybroeck,BEL,BE
7,1965,219,Plain stage,F,Edward Sels,BEL,BE
8,1965,197.5,Plain stage,F,Johan de Roo,NED,NL
9,1965,226.5,Stage with mountain(s),M,Julio Jiménez,ESP,ES
10,1965,222.5,Stage with mountain(s),M,Guido Reybroeck,BEL,BE
11,1965,240.5,Stage with mountain(s),M,José Perez-Frances,ESP,ES
12,1965,219,Plain stage,F,Jan Janssen,NED,NL
13,1965,164,Plain stage,F,Adriano Durante,ITA,IT
14,1965,173,Stage with mountain(s),M,Raymond Poulidor,FRA,FR
15,1965,167.5,Stage with mountain(s),M,Giuseppe Fezzardi,ITA,IT
16,1965,177,Stage with mountain(s),M,Joaquim Galera,ESP,ES
17,1965,193.5,Stage with mountain(s),M,Julio Jiménez,ESP,ES
18,1965,26.9,Mountain time trial,MTT,Felice Gimondi,ITA,IT
19,1965,165,Stage with mountain(s),M,Rik Van Looy,BEL,BE
20,1965,198.5,Plain stage,F,Michael Wright,GBR,GB
21,1965,225.5,Plain stage,F,Gerben Karstens,NED,NL
22,1965,37.8,Individual time trial,ITT,Felice Gimondi,ITA,IT
1,1964,215,Plain stage,F,Edward Sels,BEL,BE
2,1964,208,Plain stage,F,André Darrigade,FRA,FR
3a,1964,197,Plain stage,F,Bernard Vandekerkhove,BEL,BE
3b,1964,21,Team time trial,TTT,Kas–Kaskol,,
4,1964,292,Plain stage,F,Rudi Altig,GER,DE
5,1964,161,Plain stage,F,Willy Derboven,BEL,BE
6,1964,200,Plain stage,F,Henk Nijdam,NED,NL
7,1964,195,Plain stage,F,Jan Janssen,NED,NL
8,1964,249,Stage with mountain(s),M,Federico Bahamontes,ESP,ES
9,1964,239,Stage with mountain(s),M,Jacques Anquetil,FRA,FR
10a,1964,187,Plain stage,F,Jan Janssen,NED,NL
10b,1964,21,Individual time trial,ITT,Jacques Anquetil,FRA,FR
11,1964,250,Plain stage,F,Edward Sels,BEL,BE
12,1964,174,Plain stage,F,Jo de Roo,NED,NL
13,1964,170,Stage with mountain(s),M,Julio Jiménez,ESP,ES
14,1964,186,Stage with mountain(s),M,Edward Sels,BEL,BE
15,1964,203,Stage with mountain(s),M,Raymond Poulidor,FRA,FR
16,1964,197,Stage with mountain(s),M,Federico Bahamontes,ESP,ES
17,1964,43,Individual time trial,ITT,Jacques Anquetil,FRA,FR
18,1964,187,Plain stage,F,André Darrigade,FRA,FR
19,1964,215,Plain stage,F,Edward Sels,BEL,BE
20,1964,217,Stage with mountain(s),M,Julio Jiménez,ESP,ES
21,1964,311,Plain stage,F,Jean Stablinski,FRA,FR
22a,1964,119,Plain stage,F,Benoni Beheyt,BEL,BE
22b,1964,27,Individual time trial,ITT,Jacques Anquetil,FRA,FR
1,1963,152,Plain stage,F,Eddy Pauwels,BEL,BE
2a,1963,186,Plain stage,F,Rik Van Looy,BEL,BE
2b,1963,22,Team time trial,TTT,Pelforth–Sauvage–Lejeune,,
3,1963,223,Plain stage,F,Seamus Elliott,IRL,IE
4,1963,236,Plain stage,F,Frans Melckenbeeck,BEL,BE
5,1963,285,Plain stage,F,Antonio Bailetti,ITA,IT
6a,1963,118,Plain stage,F,Roger de Breuker,BEL,BE
6b,1963,25,Individual time trial,ITT,Jacques Anquetil,FRA,FR
7,1963,236,Plain stage,F,Jan Janssen,NED,NL
8,1963,232,Plain stage,F,Rik Van Looy,BEL,BE
9,1963,202,Plain stage,F,Pino Cerami,BEL,BE
10,1963,148,Stage with mountain(s),M,Jacques Anquetil,FRA,FR
11,1963,131,Stage with mountain(s),M,Guy Ignolin,FRA,FR
12,1963,173,Stage with mountain(s),M,André Darrigade,FRA,FR
